model_id,family,table_rows,n,pass_rate,json_valid_rate,avg_latency_ms,p95_latency_ms,error_rate,avg_tokens_out,avg_energy_kwh,avg_energy_cost_eur,avg_api_cost_usd,numeric_mae,numeric_rmse,anomaly_f1_macro
ollama-qwen2.5-7b-instruct,family1_qa,500,90,0.0,0.9666666666666667,20658.254502830096,24384.973308083136,0.0,170.46666666666667,4.590914090542138e-05,1.3772742271626413e-05,0.0,7076267.7731735585,7088900.737754311,
ollama-mistral-latest,family1_qa,500,90,0.0,0.8555555555555555,22156.26369632729,26386.69200250879,0.0,193.65555555555557,4.923787142151038e-05,1.4771361426453112e-05,0.0,8034602.2105263155,8348581.25045474,
ollama-mistral-7b-instruct,family1_qa,500,90,0.0,0.8555555555555555,22486.690825048005,26693.0590187083,0.0,193.65555555555557,4.9972061504692224e-05,1.4991618451407662e-05,0.0,8034602.2105263155,8348581.25045474,
ollama-codellama-latest,family1_qa,500,90,0.0,0.0,22740.661696334268,29278.7383748102,0.0,281.6,5.054178789955057e-05,1.516253636986517e-05,0.0,,,
ollama-qwen2.5-7b-instruct,family1_qa,1000,90,0.03333333333333333,1.0,21417.949266266078,25536.006698047277,0.0,196.9777777777778,4.7597127302940486e-05,1.4279138190882147e-05,0.0,6880742.206896552,7120209.805582354,
ollama-deepseek-coder-latest,family1_qa,1000,90,0.0,0.0,4368.70919207318,6376.855731080286,0.0,240.5888888888889,9.70979804082576e-06,2.9129394122477283e-06,0.0,,,
ollama-qwen-latest,family1_qa,1000,90,0.0,0.0,9186.199037575474,14863.241656520398,0.0,263.14285714285717,2.041643988963862e-05,6.124931966891585e-06,0.0,,,
ollama-qwen2.5-3b-instruct,family1_qa,1000,90,0.0,1.0,9536.333006079723,12312.503089837264,0.0,165.46666666666667,2.1193233334991975e-05,6.357970000497593e-06,0.0,7320289.322580645,7324181.969831661,
ollama-llama3-latest,family1_qa,1000,90,0.0,0.7555555555555555,17784.95114718874,18811.640589579474,0.0,94.15555555555555,3.9523882716165456e-05,1.1857164814849638e-05,0.0,7256103.411764706,7266909.50513892,
ollama-gemma-latest,family1_qa,1000,90,0.0,0.9444444444444444,17962.003590834018,19203.191341797356,0.0,56.81111111111111,3.991790320689041e-05,1.1975370962067121e-05,0.0,7372050.657894737,7376946.265875044,
ollama-llama2-latest,family1_qa,1000,90,0.0,0.06666666666666667,19817.33537084009,23282.16133150272,0.0,156.37777777777777,4.404561666803971e-05,1.321368500041191e-05,0.0,6927102.0,6939207.469547873,
ollama-mistral-latest,family1_qa,1000,90,0.0,0.9666666666666667,21325.40409630423,25791.93980031414,0.0,163.35555555555555,4.7392045457776604e-05,1.4217613637332982e-05,0.0,494397776.2,776110008.0274636,
ollama-mistral-7b-instruct,family1_qa,1000,90,0.0,0.9666666666666667,21529.46381853738,26169.2801295314,0.0,163.35555555555555,4.784497152070036e-05,1.4353491456210105e-05,0.0,494397776.2,776110008.0274636,
ollama-codellama-latest,family1_qa,1000,90,0.0,0.0,23831.258021791775,28075.504010322038,0.0,349.0444444444444,5.296098636766427e-05,1.588829591029928e-05,0.0,,,
